# format:org_id|changed|org_name|country|source
ORG-DKTA1-RIPE|20000101|David Kondicz trading as KONFER networks|SK|RIPE
ORG-DKTI1-RIPE|20000101|DOSTOP KOMUNIKACIJE, telekomunikacije in druge storitve d.o.o.|SI|RIPE
ORG-DKTS1-RIPE|20000101|Demirer Kablo Tesisleri Sanayi ve Ticaret A.S.|TR|RIPE
ORG-DL1-AFRINIC|20130619|DATABIT LIMITED|KE|AFRINIC
ORG-DL1-RIPE|20000101|Deninet KFT|HU|RIPE
ORG-DL102-RIPE|20000101|DRLINE Ltd.|RU|RIPE
ORG-DL103-RIPE|20000101|Oleg Dubousov|RU|RIPE
ORG-DL104-RIPE|20000101|Don-plus LTD|RU|RIPE
ORG-DL106-RIPE|20000101|Deil Ltd.|RU|RIPE
ORG-DL108-RIPE|20000101|DJANKOIONLINE Ltd|UA|RIPE
ORG-DL109-RIPE|20000101|DITEK Ltd|UA|RIPE
ORG-DL11-RIPE|20000101|DHMS Ltd|GB|RIPE
ORG-DL113-RIPE|20000101|DS-Connection Ltd|RU|RIPE
ORG-DL114-RIPE|20000101|Idaq Networks Ltd.|GB|RIPE
ORG-DL118-RIPE|20000101|Dancer LLC|RU|RIPE
ORG-DL119-RIPE|20000101|Diogelo Ltd.|GB|RIPE
ORG-DL12-RIPE|20000101|Domainmaster LTD|GB|RIPE
ORG-DL123-RIPE|20000101|DedicatedXL LLC|NL|RIPE
ORG-DL125-RIPE|20000101|DKM Ltd|UA|RIPE
ORG-DL126-RIPE|20000101|Dico Limited|GB|RIPE
ORG-DL127-RIPE|20000101|DataHata Ltd|BY|RIPE
ORG-DL128-RIPE|20000101|DABLTECH LTD|IL|RIPE
ORG-DL129-RIPE|20000101|DalTech Ltd|RU|RIPE
ORG-DL131-RIPE|20000101|Digfile Ltd|GB|RIPE
ORG-DL132-RIPE|20000101|Dynaceron LLC|DE|RIPE
ORG-DL135-RIPE|20000101|Didgicom LLC|RU|RIPE
ORG-DL139-RIPE|20000101|DRK-Alliance Ltd.|RU|RIPE
ORG-DL14-RIPE|20000101|Data.tel LLC|UA|RIPE
ORG-DL141-RIPE|20000101|DiViNetworks LTD.|IL|RIPE
ORG-DL142-RIPE|20000101|DeepCo Ltd|RU|RIPE
ORG-DL143-RIPE|20000101|"ASU doctor" Ltd|RU|RIPE
ORG-DL145-RIPE|20000101|DXI Limited|GB|RIPE
ORG-DL146-RIPE|20000101|Donpharmholding Ltd|UA|RIPE
ORG-DL147-RIPE|20000101|Dzinet Ltd.|RU|RIPE
ORG-DL150-RIPE|20000101|DATALABS Ltd|RU|RIPE
ORG-DL154-RIPE|20000101|Data8 Limited|GB|RIPE
ORG-DL156-RIPE|20000101|Datasim Limited|GB|RIPE
ORG-DL158-RIPE|20000101|"ABC Domain" LLC|AM|RIPE
ORG-DL168-RIPE|20000101|DataCall Ltd|UA|RIPE
ORG-DL171-RIPE|20000101|Dekard LLC|RU|RIPE
ORG-DL174-RIPE|20000101|DEFAULTROUTE LIMITED|GB|RIPE
ORG-DL175-RIPE|20000101|Direct-Service Ltd.|RU|RIPE
ORG-DL176-RIPE|20000101|Dianet Ltd.|UA|RIPE
ORG-DL178-RIPE|20000101|DIGITALK Limited|GB|RIPE
ORG-DL179-RIPE|20000101|DataCentred Ltd|GB|RIPE
ORG-DL181-RIPE|20000101|Demonware Limited|IE|RIPE
ORG-DL188-RIPE|20000101|DalSatCom LTD|RU|RIPE
ORG-DL19-RIPE|20000101|Tidikom ltd.|UA|RIPE
ORG-DL191-RIPE|20000101|Docker LTD|RU|RIPE
ORG-DL196-RIPE|20000101|Data-Line LLC|RU|RIPE
ORG-DL197-RIPE|20000101|DWebs Ltd|GB|RIPE
ORG-DL199-RIPE|20000101|Dialog Ltd.|RU|RIPE
ORG-DL2-AFRINIC|20100303|DATANET.COM LLC|UG|AFRINIC
ORG-DL200-RIPE|20000101|DocforPC Ltd|GB|RIPE
ORG-DL201-RIPE|20000101|Datacamp Limited|GB|RIPE
ORG-DL202-RIPE|20000101|LLP Delovie Linii|RU|RIPE
ORG-DL3-RIPE|20000101|Digiweb ltd|IE|RIPE
ORG-DL32-RIPE|20000101|DSM Ltd.|BG|RIPE
ORG-DL34-RIPE|20000101|Datecs Ltd.|BG|RIPE
ORG-DL37-RIPE|20000101|PP "Cifrovi Kommunikacii"|UA|RIPE
ORG-DL38-RIPE|20000101|DCTel Ltd|UA|RIPE
ORG-DL44-RIPE|20000101|Regional Public Organization, "Dagestan computers networks Dagnet"|RU|RIPE
ORG-DL45-RIPE|20000101|Expert System Ltd|RU|RIPE
ORG-DL5-RIPE|20000101|VENUS BUSINESS COMMUNICATIONS LIMITED|MT|RIPE
ORG-DL50-RIPE|20000101|Dimasoft Limited|GB|RIPE
ORG-DL52-RIPE|20000101|DIANET Ltd.|RU|RIPE
ORG-DL53-RIPE|20000101|DIMLINE Ltd.|RU|RIPE
ORG-DL54-RIPE|20000101|Datahop Ltd|GB|RIPE
ORG-DL58-RIPE|20000101|Deltacom Ltd.|RU|RIPE
ORG-DL6-RIPE|20000101|GO p.l.c.|MT|RIPE
ORG-DL63-RIPE|20000101|DSM (GB) Limited|GB|RIPE
ORG-DL65-RIPE|20000101|Teleradiocompany Discovery Ltd.|UA|RIPE
ORG-DL66-RIPE|20000101|Peter E. J. Durieux|BE|RIPE
ORG-DL68-RIPE|20000101|Delta-Net LLC|UA|RIPE
ORG-DL7-RIPE|20000101|DEK-optics LTD|RU|RIPE
ORG-DL70-RIPE|20000101|DNIPRO-Techcenter Ltd|CZ|RIPE
ORG-DL71-RIPE|20000101|Delta LLC|RU|RIPE
ORG-DL72-RIPE|20000101|Dialcom Ltd.|RU|RIPE
ORG-DL73-RIPE|20000101|DectTeleCom Ltd.|RU|RIPE
ORG-DL74-RIPE|20000101|Lihno Dmytro Olegovich|UA|RIPE
ORG-DL76-RIPE|20000101|Dataline Ltd|RU|RIPE
ORG-DL78-RIPE|20000101|Department 7 Limited|GB|RIPE
ORG-DL79-RIPE|20000101|Dialogue-M, Ltd|RU|RIPE
ORG-DL82-RIPE|20000101|DosTLink Ltd|UZ|RIPE
ORG-DL83-RIPE|20000101|DomoLAN Ltd.|RU|RIPE
ORG-DL87-RIPE|20000101|Disign-studio "Altura", Ltd|RU|RIPE
ORG-DL9-RIPE|20000101|PRIVATE JOINT STOCK COMPANY "DATAGROUP"|UA|RIPE
ORG-DL91-RIPE|20000101|Dataline LLC|UA|RIPE
ORG-DL93-RIPE|20000101|Delta-Telecom Ltd.|RU|RIPE
ORG-DL94-RIPE|20000101|deCarta Inc.|GB|RIPE
ORG-DL96-RIPE|20000101|DSK-NN Ltd|RU|RIPE
ORG-DL97-RIPE|20000101|Deimos Ltd.|BG|RIPE
ORG-DL98-RIPE|20000101|Delta Ltd|RU|RIPE
ORG-DLA9-RIPE|20000101|Danske Loensystemer AS|DK|RIPE
ORG-DLCL1-RIPE|20000101|Duomenu logistikos centras Ltd|LT|RIPE
ORG-DLCS1-RIPE|20000101|DATA LINE COMPUTER SA|RO|RIPE
ORG-DLCU1-RIPE|20000101|DANTE Ltd|EU|RIPE
ORG-DLGS2-RIPE|20000101|DIRECT LINE GROUP SERVICES LIMITED|GB|RIPE
ORG-DLH1-RIPE|20000101|TOV 'Dream Line Holding'|UA|RIPE
ORG-DLHA1-RIPE|20000101|DukeNet, LTD.|UA|RIPE
ORG-DLL2-RIPE|20000101|Dream Line LTD|UA|RIPE
ORG-DLL4-RIPE|20000101|Dream Line LTD|RU|RIPE
ORG-DLL6-RIPE|20000101|Dremuchij Les Ltd|RU|RIPE
ORG-DLLC1-RIPE|20000101|DATACELL LIMITED LIABILITY COMPANY|AZ|RIPE
ORG-DLP1-RIPE|20000101|DragoNET - Lyuba Pesheva|BG|RIPE
ORG-DLS2-RIPE|20000101|DONNA LIVE S.COOP.|ES|RIPE
ORG-DLSR1-RIPE|20000101|DATA4 LUXEMBOURG s.a r.l|LU|RIPE
ORG-DM13-RIPE|20000101|Domus Magistral ltd|UA|RIPE
ORG-DM26-RIPE|20000101|Duvamis EOOD|BG|RIPE
ORG-DM3-RIPE|20000101|Datamax|BG|RIPE
ORG-DM6-RIPE|20000101|Domashnya Merezha, LLC|UA|RIPE
ORG-DMA5-RIPE|20000101|DEUTSCHE MESSE AG|DE|RIPE
ORG-DMA9-RIPE|20000101|Delta Management AB|SE|RIPE
ORG-DMAG1-RIPE|20000101|DATATRADE MANAGED AG|CH|RIPE
ORG-DMAL1-RIPE|20000101|Data models agency LLC|RU|RIPE
ORG-DMAX1-RIPE|20000101|Datamax AD|BG|RIPE
ORG-DMB1-RIPE|20000101|D.O.O. "Elit M" Biljeljina|BA|RIPE
ORG-DMB2-RIPE|20000101|Datacenter Meppel BV|NL|RIPE
ORG-DMBC1-RIPE|20000101|Dudley Metropolitan Borough Council|GB|RIPE
ORG-DMBO1-RIPE|20000101|Dom Maklerski Banku Ochrony Srodowiska SA|PL|RIPE
ORG-DMCS1-RIPE|20000101|Dom Maklerski Consus S.A.|PL|RIPE
ORG-DMCS2-RIPE|20000101|Darza Maria Construct SRL|RO|RIPE
ORG-DMCU1-RIPE|20000101|Droptop Media Consulting UG Haftungsbeschraenkt|DE|RIPE
ORG-DMD1-RIPE|20000101|Delta M d.o.o.|RS|RIPE
ORG-DMD2-RIPE|20000101|Delhaize Serbia d.o.o|RS|RIPE
ORG-DMEL1-RIPE|20000101|Dubai Mercantile Exchange Limited|AE|RIPE
ORG-DMEV1-RIPE|20000101|PP Dmutrashko Evgeny Vitalievich|CZ|RIPE
ORG-DMF2-RIPE|20000101|Inter Connects Inc|EE|RIPE
ORG-DMGC1-RIPE|20000101|dm-drogerie markt GmbH + Co. KG|DE|RIPE
ORG-DMGL1-RIPE|20000101|Dinkor Media Group Ltd|RU|RIPE
ORG-DML2-RIPE|20000101|Deluxe Mediacloud Ltd|GB|RIPE
ORG-DML5-RIPE|20000101|DIOFANIS MANAGEMENT LIMITED|NL|RIPE
ORG-DML6-RIPE|20000101|DMG Media Limited|GB|RIPE
ORG-DML7-RIPE|20000101|Decision Marketing LTD|BG|RIPE
ORG-DMMK1-RIPE|20000101|dobrafirma.pl Michal Mocek Krzysztof Kafka Gabriel Grzenia|PL|RIPE
ORG-DMOE1-RIPE|20000101|The Ministry of communications and telecommunications of the Dagestan Republic|RU|RIPE
ORG-DMPS1-RIPE|20000101|Centralny Dom Maklerski Pekao S.A.|PL|RIPE
ORG-DMS2-RIPE|20000101|Caprock UK Limited|GB|RIPE
ORG-DMS3-RIPE|20000101|Data Management S.p.A.|IT|RIPE
ORG-DMS4-RIPE|20000101|DOMO MEDIA SRL|RO|RIPE
ORG-DMS5-RIPE|20000101|Dantes Media SRL|RO|RIPE
ORG-DMT1-RIPE|20000101|Digital Media Technologies Ltd|BG|RIPE
ORG-DMVT1-RIPE|20000101|Vestel Elektronik Sanayi ve Ticaret A.S.|TR|RIPE
ORG-DN490-RIPE|20000101|Destiny N.V|BE|RIPE
ORG-DN492-RIPE|20000101|Da.Net Ltd|UA|RIPE
ORG-DN494-RIPE|20000101|State Enterprise National Atomic Energy Generator Company "ENERGOATOM"|UA|RIPE
ORG-DN505-RIPE|20000101|Deceuninck NV|BE|RIPE
ORG-DNAO2-RIPE|20000101|Donbas National Academy of Civil Engineering and Architecture|UA|RIPE
ORG-DNB3-RIPE|20000101|DataCenter Noord BV|NL|RIPE
ORG-DNBG1-RIPE|20000101|DWMS New Business GmbH|DE|RIPE
ORG-DNBN1-RIPE|20000101|AS DnB NORD Banka|LV|RIPE
ORG-DNCF1-RIPE|20000101|Data Net Company for Communications Limited|IQ|RIPE
ORG-DNCG1-RIPE|20000101|Dr.-Ing. Nepustil & Co. GmbH|DE|RIPE
ORG-DNCS1-RIPE|20000101|IM Data Network Communication SRL|MD|RIPE
ORG-DNEP1-RIPE|20000101|Dnepronet Ltd.|UA|RIPE
ORG-DNG1-RIPE|20000101|First Colo GmbH|DE|RIPE
ORG-DNJ1-RIPE|20000101|Digital Networks CJSC|RU|RIPE
ORG-DNL10-RIPE|20000101|DLX Networks Ltd|GB|RIPE
ORG-DNL3-RIPE|20000101|Dexterity Networks Limited|GB|RIPE
ORG-DNL5-RIPE|20000101|Danaflex Nano Ltd.|RU|RIPE
ORG-DNL6-RIPE|20000101|DOBRICH NET LTD|BG|RIPE
ORG-DNM1-RIPE|20000101|Dolphin New Media GmbH i.G.|DE|RIPE
ORG-DNMO1-RIPE|20000101|Dynamo Ltd.|UA|RIPE
ORG-DNPC1-RIPE|20000101|DneprCom LLC|UA|RIPE
ORG-DNRU1-RIPE|20000101|De Novo LLC|RU|RIPE
ORG-DNS1-AFRINIC|20130219|Domain Name Services|ZA|AFRINIC
ORG-DNS2-RIPE|20000101|DN-Systems Enterprise Internet Solutions GmbH|DE|RIPE
ORG-DNS3-RIPE|20000101|CJSC "DONETSKSTEEL" - IRON AND STEEL WORKS"|UA|RIPE
ORG-DNS4-RIPE|20000101|dnx network sarl|LU|RIPE
ORG-DNS5-RIPE|20000101|Data Net SRL|RO|RIPE
ORG-DNS6-RIPE|20000101|Gareth Campling|GB|RIPE
ORG-DNSA1-RIPE|20000101|Iway AG|CH|RIPE
ORG-DNSL1-AFRINIC|20131212|AVOXI (PTY) LTD|ZA|AFRINIC
ORG-DNSL1-RIPE|20000101|Datagate Network Solutions Ltd.|GB|RIPE
ORG-DNSS1-RIPE|20000101|Computer Trade, Ltd.|RU|RIPE
ORG-DNSZ1-RIPE|20000101|DNS NOVA Sp. z o.o.|PL|RIPE
ORG-DNT1-RIPE|20000101|DNT A.O.|MD|RIPE
ORG-DNTD1-RIPE|20000101|DD Net Telecommunication d.o.o.|RS|RIPE
ORG-DNTL1-RIPE|20000101|Dynamic Network Technologies Ltd|RU|RIPE
ORG-DNTS1-RIPE|20000101|Salans FMC SNR Denton Europe ZAO|RU|RIPE
ORG-DNUO1-RIPE|20000101|Dnepropetrovsk National University of Oles Gonchar|UA|RIPE
ORG-DO11-RIPE|20000101|Datalahti Oy|FI|RIPE
ORG-DO14-RIPE|20000101|Daniel Ossio|CH|RIPE
ORG-DO2-RIPE|20000101|Telefonica Ireland Limited|IE|RIPE
ORG-DO5-RIPE|20000101|Innofactor Plc|FI|RIPE
ORG-DO6-RIPE|20000101|Digita Networks Oy|FI|RIPE
ORG-DOA3-RIPE|20000101|Dunav osiguranje a.d.o|RS|RIPE
ORG-DOBA2-RIPE|20000101|DOBA Fakulteta|SI|RIPE
ORG-DODS1-RIPE|20000101|Department of Diplomatic Services of the Ministry of Foreign Affairs of the Republic of Uzbekistan|UZ|RIPE
ORG-DODW1-RIPE|20000101|Dennis op de Weegh trading as Bitency|NL|RIPE
ORG-DOI2-RIPE|20000101|Digital Ocean, Inc.|EU|RIPE
ORG-DOIT1-RIPE|20000101|Department of Information Technology Services (DITS)|CY|RIPE
ORG-DOL2-RIPE|20000101|Dolnet Group Sp. z o.o.|PL|RIPE
ORG-DOLP1-RIPE|20000101|Digit One LLC Podolsk|RU|RIPE
ORG-DOM2-RIPE|20000101|Kijak Sebastian Maciej|PL|RIPE
ORG-DOP1-AFRINIC|20140205|DIRECT ON PC LTD|NG|AFRINIC
ORG-DOS1-AFRINIC|20140415|Digital Outsource Services Ltd|ZA|AFRINIC
ORG-DOS1-RIPE|20000101|Datadec Online, S.A.|ES|RIPE
ORG-DOS3-RIPE|20000101|Direct One SA|RO|RIPE
ORG-DOS4-RIPE|20000101|DDO ORGANISATION SARL|FR|RIPE
ORG-DOSK1-RIPE|20000101|OPW DOSKOMP Sp.z.o.o|PL|RIPE
ORG-DOSS2-RIPE|20000101|DELTA ONLINE spol. s r.o.|SK|RIPE
ORG-DOTW1-RIPE|20000101|Destinations of the World JLT|AE|RIPE
ORG-DP1-RIPE|20000101|Datacenter Luxembourg S.A.|LU|RIPE
ORG-DP2-RIPE|20000101|Redcentric Managed Solutions Limited|GB|RIPE
ORG-DP3-RIPE|20000101|Delta Petrol Urunleri Tic. A.S.|TR|RIPE
ORG-DP7-RIPE|20000101|Przedsiebiorstwo Dewisa S.A.|PL|RIPE
ORG-DPA9-RIPE|20000101|dpa Deutsche Presse-Agentur GmbH|DE|RIPE
ORG-DPAB1-RIPE|20000101|DADE PARDAZAN AVAYE BANDAR COMPANY|IR|RIPE
ORG-DPBO1-AFRINIC|20120711|Vox Telecom Ltd|ZA|AFRINIC
ORG-DPBS1-RIPE|20000101|Da Phone Brand SRL|RO|RIPE
ORG-DPCG1-RIPE|20000101|Deutsche Post AG|DE|RIPE
ORG-DPCL3-RIPE|20000101|Durrants Press Cuttings Ltd|GB|RIPE
ORG-DPD1-RIPE|20000101|DATA-COM Piotr Data|PL|RIPE
ORG-DPDC1-RIPE|20000101|Soluciones Dinamicas de la Red, S.L.|ES|RIPE
ORG-DPDL1-RIPE|20000101|PPHU DESIRE Damian Lipski|PL|RIPE
ORG-DPJS1-RIPE|20000101|Dontechsvyaz, private joint stock company|RU|RIPE
ORG-DPL1-RIPE|20000101|Delta Productions Ltd|GB|RIPE
ORG-DPL3-RIPE|20000101|DOTA PTY LTD|GB|RIPE
ORG-DPMH2-RIPE|20000101|Dadeh Pardazan Mojtame Hormoz Company Ltd.|IR|RIPE
ORG-DPNL1-RIPE|20000101|"Saratov Digital Phone Network" ltd|RU|RIPE
ORG-DPNY1-RIPE|20000101|Dade Pardazi Novin Yaran Tosei|IR|RIPE
ORG-DPO1-RIPE|20000101|Donbass Prom Oil Ltd|UA|RIPE
ORG-DPS1-RIPE|20000101|DONPROMSERVIS-97 ltd.|UA|RIPE
ORG-DPSA2-RIPE|20000101|Dadeh Pardazan Sabz Alborz Co.(P.J.S.)|IR|RIPE
ORG-DPSZ1-RIPE|20000101|DPD Polska Sp. z o.o.|PL|RIPE
ORG-DPSZ2-RIPE|20000101|Dyckerhoff Polska Spolka z ograniczona odpowiedzialnoscia|PL|RIPE
ORG-DPSZ3-RIPE|20000101|Diebold Poland Sp. z o.o.|PL|RIPE
ORG-DPSZ4-RIPE|20000101|Direct Press Spolka z.o.o.|PL|RIPE
ORG-DPUW1-RIPE|20000101|Dell Products (Private Unlimited With Share Capital)|IE|RIPE
ORG-DPWF1-RIPE|20000101|D P World FZE|AE|RIPE
ORG-DPWN1-RIPE|20000101|Deutscher Paritaetischer Wohlfahrtsverband Landesverband Nordrhein-Westfalen e.V.|DE|RIPE
ORG-DQ2-RIPE|20000101|Data Quest s.a.l.|LB|RIPE
ORG-DR1-RIPE|20000101|Rainside s.r.o.|SK|RIPE
ORG-DR10-RIPE|20000101|Digital Retail, SIA|LV|RIPE
ORG-DR15-RIPE|20000101|D.O.O. Redcat|ME|RIPE
ORG-DR2-RIPE|20000101|Data Return|GB|RIPE
ORG-DR4-RIPE|20000101|Digital Residence B.V.|NL|RIPE
ORG-DRAG1-RIPE|20000101|Dragonara Alliance Ltd|GB|RIPE
ORG-DRAZ1-RIPE|20000101|Vlastimil Drazsky|CZ|RIPE
ORG-DRB2-RIPE|20000101|Darkness Reigns (Holding) B.V.|NL|RIPE
ORG-DRG1-RIPE|20000101|Dirk Rossmann GmbH|DE|RIPE
ORG-DRG2-RIPE|20000101|Deutsches Reisebuero GmbH|DE|RIPE
ORG-DRG3-RIPE|20000101|DATASIX Rechenzentrumsbetriebs GmbH|AT|RIPE
ORG-DRGH1-RIPE|20000101|Geology and Nature Management Institute of Far Eastern Branch of Russian Science Academy|RU|RIPE
ORG-DRI1-RIPE|20000101|dri.fr|FR|RIPE
ORG-DRI2-RIPE|20000101|Driessen Aerospace Group NV|IT|RIPE
ORG-DRIL1-RIPE|20000101|Digital River Ireland Ltd.|IE|RIPE
ORG-DRIS3-RIPE|20000101|Data Rush IT Services, S.L.|ES|RIPE
ORG-DRMO1-RIPE|20000101|Druzhba-Monolit LLC|RU|RIPE
ORG-DRPL1-AFRINIC|20130729|Desert Road Pty Ltd t/a Zebranet|BW|AFRINIC
ORG-DRS1-RIPE|20000101|DAVA R&R SRL|RO|RIPE
ORG-DRUJ1-RIPE|20000101|OOO UJK " Druzhba"|RU|RIPE
ORG-DRW1-RIPE|20000101|DrWeb Ltd|RU|RIPE
ORG-DS10-RIPE|20000101|"AIRABA" D.O.O. Sarajevo|BA|RIPE
ORG-DS101-RIPE|20000101|Datalp SAS|FR|RIPE
ORG-DS109-RIPE|20000101|DAgency SA|CH|RIPE
ORG-DS117-RIPE|20000101|Digital Solutions Ltd|UA|RIPE
ORG-DS12-RIPE|20000101|Dat, s.r.o.|CZ|RIPE
ORG-DS122-RIPE|20000101|DEVERYWARE S.A.|FR|RIPE
ORG-DS130-RIPE|20000101|Dartsmania SRL|RO|RIPE
ORG-DS143-RIPE|20000101|DUTIKO SAS|FR|RIPE
ORG-DS144-RIPE|20000101|DOT SARL|LB|RIPE
ORG-DS151-RIPE|20000101|Datahost SRL|MD|RIPE
ORG-DS158-RIPE|20000101|Devopsys SAS|FR|RIPE
ORG-DS168-RIPE|20000101|Dialcube SRL|RO|RIPE
ORG-DS18-RIPE|20000101|Dukascopy Bank SA|CH|RIPE
ORG-DS184-RIPE|20000101|DIGITALNET SRL|RO|RIPE
ORG-DS186-RIPE|20000101|Dazoot Software SRL|RO|RIPE
ORG-DS187-RIPE|20000101|Dufremol SRL|MD|RIPE
ORG-DS2-AFRINIC|20140220|Dalkom Somalia|SO|AFRINIC
ORG-DS2-RIPE|20000101|DinaHosting S.L.|ES|RIPE
ORG-DS20-RIPE|20000101|DASSAULT SYSTEMES|FR|RIPE
ORG-DS21-RIPE|20000101|DigiSign S.A.|RO|RIPE
ORG-DS24-RIPE|20000101|DANIS SRL|MD|RIPE
ORG-DS25-RIPE|20000101|Diabolocom SAS|FR|RIPE
ORG-DS27-RIPE|20000101|Data System Group Sp. z o.o. Sp. K.|PL|RIPE
ORG-DS28-RIPE|20000101|D-COM SIA|LV|RIPE
ORG-DS30-RIPE|20000101|Danmarks Statistik|DK|RIPE
ORG-DS31-RIPE|20000101|DataNetworks s.r.o.|SK|RIPE
ORG-DS34-RIPE|20000101|ELMON TI3 S.L.U.|ES|RIPE
ORG-DS35-RIPE|20000101|Digicube sas|FR|RIPE
ORG-DS36-RIPE|20000101|Dailymotion S.A.|FR|RIPE
ORG-DS39-RIPE|20000101|Ditech S.p.a.|IT|RIPE
ORG-DS40-RIPE|20000101|Deltatre S.p.A.|IT|RIPE
ORG-DS44-RIPE|20000101|D21 SA|CH|RIPE
ORG-DS46-RIPE|20000101|DataGroup-Int SRL|RO|RIPE
ORG-DS50-RIPE|20000101|DIGIBYTE SRL|IT|RIPE
ORG-DS52-RIPE|20000101|Fibering Spa|IT|RIPE
ORG-DS53-RIPE|20000101|DEDEMAN SRL|RO|RIPE
ORG-DS58-RIPE|20000101|DEVCLIC SARL|FR|RIPE
ORG-DS60-RIPE|20000101|Diademys SAS|FR|RIPE
ORG-DS61-RIPE|20000101|DataClub S.A.|LV|RIPE
ORG-DS62-RIPE|20000101|Dragan S.R.L.|RO|RIPE
ORG-DS63-RIPE|20000101|dotSmart SARL|FR|RIPE
ORG-DS64-RIPE|20000101|DIGITICK SA|FR|RIPE
ORG-DS65-RIPE|20000101|Digmia s.r.o.|SK|RIPE
ORG-DS67-RIPE|20000101|DRUTEX S.A.|PL|RIPE
ORG-DS72-RIPE|20000101|Danone SA|FR|RIPE
ORG-DS76-RIPE|20000101|DOCENTRIS SRL|RO|RIPE
ORG-DS77-RIPE|20000101|DcforData SRL|FR|RIPE
ORG-DS90-RIPE|20000101|Dynatera SARL|FR|RIPE
ORG-DS92-RIPE|20000101|DSTORAGE s.a.s.|FR|RIPE
ORG-DSA2-RIPE|20000101|DGC Access AB|SE|RIPE
ORG-DSA8-RIPE|20000101|Dolphin Systems AG|CH|RIPE
ORG-DSB1-RIPE|20000101|DSB (SOV)|DK|RIPE
ORG-DSC3-RIPE|20000101|Professional Protection Electronic Ltd.|GB|RIPE
ORG-DSDI1-RIPE|20000101|Dotsi, Unipessoal Lda.|PT|RIPE
ORG-DSDS1-RIPE|20000101|DongSeo Display Poland Sp. z o. o.|PL|RIPE
ORG-DSET1-RIPE|20000101|DATASIEL Sistemi e tecnologie di informatica S.p.a.|IT|RIPE
ORG-DSFC1-RIPE|20000101|Dadeh Samaneh Fanava Co.|IR|RIPE
ORG-DSG10-RIPE|20000101|Dematic Systems GmbH|DE|RIPE
ORG-DSG5-RIPE|20000101|DKB Service GmbH|DE|RIPE
ORG-DSG7-RIPE|20000101|DFN-CERT Services GmbH|DE|RIPE
ORG-DSGN1-RIPE|20000101|Art. Lebedev Studio ltd.|RU|RIPE
ORG-DSHL1-RIPE|20000101|Der Schleswig Holsteinische Landtag|DE|RIPE
ORG-DSIK1-RIPE|20000101|Den selvejende institution Koge Handelsskole og handelsgymna|DK|RIPE
ORG-DSIL1-RIPE|20000101|Dassault systemes Israel ltd|IL|RIPE
ORG-DSIS2-RIPE|20000101|Dabrowskie Sieci Internetowe - Stowarzyszenie|PL|RIPE
ORG-DSJD2-RIPE|20000101|Derkom Spolka Jawna Dariusz Klimczuk|PL|RIPE
ORG-DSK1-RIPE|20000101|DSK Bank EAD|BG|RIPE
ORG-DSK3-RIPE|20000101|D Swarovski KG|AT|RIPE
ORG-DSL1-AFRINIC|20131227|Deutsche Securities (Pty) Ltd|ZA|AFRINIC
ORG-DSL1-RIPE|20000101|Digital Systems Ltd|BG|RIPE
ORG-DSL11-RIPE|20000101|Digital Service Ltd.|UA|RIPE
ORG-DSL15-RIPE|20000101|Domashnie Seti Ltd|CZ|RIPE
ORG-DSL18-RIPE|20000101|DINO SYSTEMS Ltd|RU|RIPE
ORG-DSL19-RIPE|20000101|Dream Servers Ltd|GB|RIPE
ORG-DSL2-AFRINIC|20130808|Davis & Shirtliff Ltd|KE|AFRINIC
ORG-DSL22-RIPE|20000101|Delta Soft LLC|RU|RIPE
ORG-DSL23-RIPE|20000101|Delta Softmedia Ltd.|BG|RIPE
ORG-DSL29-RIPE|20000101|DVS Soft Ltd|GB|RIPE
ORG-DSMI1-RIPE|20000101|Distribution Services Maintenance Informatique SAS|FR|RIPE
ORG-DSP1-RIPE|20000101|Die Schweizerische Post|CH|RIPE
ORG-DSP2-RIPE|20000101|Digital Solutions Provider|SA|RIPE
ORG-DSRU1-RIPE|20000101|DB Schenker Rail (UK) Ltd.|GB|RIPE
ORG-DSS12-RIPE|20000101|DR SOFT SRL|RO|RIPE
ORG-DSS4-RIPE|20000101|DIGI SLOVAKIA, s.r.o.|SK|RIPE
ORG-DSS5-RIPE|20000101|Opticom Group CJSC|CZ|RIPE
ORG-DSS6-RIPE|20000101|Digital System Servis|KZ|RIPE
ORG-DSS8-RIPE|20000101|Ltd. DSS Group|UA|RIPE
ORG-DSSZ1-RIPE|20000101|DEMUTH SERVICE SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA GEO|PL|RIPE
ORG-DST5-RIPE|20000101|Digi Spain Telecom SL|ES|RIPE
ORG-DSTA1-RIPE|20000101|Daniel Stahl trading as DS Computer Service|DE|RIPE
ORG-DSTV1-RIPE|20000101|Center for Satellite Television DonSatTV plus Ltd|UA|RIPE
ORG-DSU1-RIPE|20000101|State Educational Institution of higher professional Education "Dagestan State University"|RU|RIPE
ORG-DSU2-RIPE|20000101|Diesel S.p.A. Unipersonale|IT|RIPE
ORG-DSVL2-RIPE|20000101|PE Dyatlov Sergey Vladimirovich|RU|RIPE
ORG-DSWL2-RIPE|20000101|Dead Sea Works LTD|IL|RIPE
ORG-DSZO11-RIPE|20000101|DEBACOM Sp. z o.o.|PL|RIPE
ORG-DSZO13-RIPE|20000101|dcenter.pl sp. z o.o.|PL|RIPE
ORG-DSZO14-RIPE|20000101|DOMEX Sp. z o.o.|PL|RIPE
